quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover	COMP	Total Revenue	Cost of Revenue	Gross Profit	Operating Expenses	Research Development	Selling General and Administrative	Total Operating Expenses	Operating Income or Loss	Operating Income or Loss	Total Other Income/Expenses Net	Earnings Before Interest And Taxes	Interest Expense	Income Before Tax	Net Income From Continuing Ops	Net Income	Cash And Cash Equivalents	Short Term Investments	Net Receivables	Inventory	Other Current Assets	Total Current Assets	Long Term Investments	Property Plant and Equipment	Goodwill	Intangible Assets	Accumulated Amortization	Other Assets	Total Assets	Accounts Payable	Short/Current Long Term Debt	Total Current Liabilities	Long Term Debt	Deferred Long Term Liability Charges	Total Liabilities	Common Stock	Retained Earnings	Total Stockholder Equity	Net Tangible Assets	Net Income	Depreciation	Changes In Accounts Receivables	Changes In Liabilities	Changes In Inventories	Changes In Other Operating Activities	Total Cash Flow From Operating Activities	Capital Expenditures	Investments	Other Cash flows from Investing Activities	Total Cash Flows From Investing Activities	Dividends Paid	Sale Purchase of Stock	Net Borrowings	Total Cash Flows From Financing Activities	Effect Of Exchange Rate Changes	Change In Cash and Cash Equivalents
0	DECEUNINCK	BE0003789063	DECB	0	66	1.2777721137082334	66716.72727272728	37.36363636363637	87457.12727272727	DECB	137000	98000	38000	127000	0	0	127000	9000	9000	0	9000	-2000	0	4000	0	22000	0	95000	77000	8000	203000	0	0	0	0	0	0	418000	64000	102000	153000	35000	0	214000	89000	0	0	0	0	6000	5000	0	1000	-2000	12000	-8000	0	0	-8000	0	0	0	-3000	-1000	-1000
0	DELHAIZE GROUP	BE0003562700	DELB	0	66	49.14581434240063	473173.5	4788.863636363636	23215065.94424243	DELB	5339000	4059000	1280000	5171000	0	0	5171000	168000	168000	0	168000	-49000	0	-78000	0	959000	153000	705000	1357000	309000	3483000	55000	0	0	0	0	0	11446000	1766000	2849000	2930000	2041000	0	6404000	5037000	0	0	0	0	146000	0	0	0	-13000	259000	-147000	0	0	-106000	0	0	0	-14000	-22000	117000
0	DEXIA	BE0003796134	DEXB	0	66	0.03354887985877019	5295609.060606061	195	181684.023030303	DEXB	-6000	2000	-8000	116000	0	0	116000	-121000	-121000	0	0	0	0	-94000	0	2637000	550000	193000	0	27190000	55870000	29689000	0	0	0	0	0	222936000	7831000	205165000	117448000	95841000	0	218977000	2400000	-1083000	0	0	0	3000	0	0	0	186000	91000	-6000	0	0	32000	0	0	0	-20000	-32000	71000
0	ECONOCOM GROUP	BE0974266950	ECONB	0	66	5.886144569719792	63127.242424242424	186.95454545454547	374883.4280303031	ECONB	490000	417000	73000	459000	0	0	459000	32000	32000	0	32000	-1000	0	16000	0	150000	0	720000	20000	28000	952000	18000	0	0	0	0	0	1471000	495000	189000	1028000	88000	0	1211000	195000	44000	0	0	0	2000	0	0	0	39000	62000	-3000	0	0	-12000	0	0	0	-8000	0	41000
0	ELIA	BE0003822393	ELI	0	66	31.99892985196895	22859.575757575756	323.030303030303	732005.7215151514	ELI	346000	183000	163000	260000	0	0	260000	86000	86000	0	86000	-31000	0	49000	0	438000	0	407000	16000	9000	870000	100000	0	0	0	0	0	6532000	227000	3199000	1478000	2626000	0	4323000	1516000	712000	0	0	0	34000	54000	0	0	29000	212000	-162000	0	0	-168000	0	0	0	0	0	44000
0	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	66	52.141792862427046	21066.590909090908	403.0151515151515	1073114.404090909	EVS	28000	7000	21000	20000	0	0	20000	8000	8000	0	8000	0	0	6000	0	17000	0	24000	17000	0	58000	9000	0	0	0	0	0	103000	6000	1000	27000	0	0	29000	8000	69000	0	0	0	1000	0	0	0	3000	9000	-2000	0	0	-2000	0	0	0	0	0	7000
0	FLUXYS BELGIUM D	BE0974265945	FLUX	0	65	30.23790502117937	3422.769230769231	19.43076923076923	101942.95246153844	FLUX	156000	53000	103000	112000	0	0	112000	44000	44000	0	44000	-13000	0	20000	0	131000	144000	70000	47000	17000	408000	0	0	0	0	0	0	2858000	38000	1588000	167000	1484000	0	2067000	60000	733000	0	0	0	36000	-7000	0	-1000	-4000	38000	-25000	0	0	-20000	0	0	0	-67000	0	-49000
0	GBL	BE0003797140	GBLB	0	66	61.040320829310076	90513.39393939394	1066.4848484848485	5514922.380454546	GBLB	191000	0	191000	9000	0	0	9000	183000	183000	0	183000	-12000	0	118000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3699000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	GIMV	BE0003699130	GIMB	0	66	37.39169583576598	12148.727272727272	172.43939393939394	453541.9937878788	GIMB	119000	36000	82000	75000	0	0	75000	44000	44000	0	44000	-2000	0	5000	0	139000	13000	80000	44000	11000	288000	651000	0	0	0	0	0	1234000	48000	147000	164000	49000	0	245000	270000	702000	0	0	0	3000	-3000	0	-1000	-2000	-14000	-7000	0	0	-15000	0	0	0	-16000	0	-45000
0	GLOBAL GRAPHICS	FR0004152221	GLOG	0	61	1.177276237828017	5519.901639344263	5.049180327868853	6482.568196721311	GLOG	2000	0	2000	3000	0	0	3000	0	0	0	0	0	0	0	0	1000	0	2000	0	0	3000	0	0	0	0	0	0	15000	0	0	2000	0	0	2000	4000	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	HAMON	BE0003700144	HAMO	0	65	14.592559746528652	2896.6923076923076	24.29230769230769	43332.58246153848	HAMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120000	0	235000	13000	10000	379000	3000	0	0	0	0	0	516000	105000	178000	340000	89000	10000	448000	16000	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	HOME INV.BELG-SIFI	BE0003760742	HOMI	0	66	75.31323388328143	540.6666666666666	11.424242424242424	40660.29924242425	HOMI	5000	2000	3000	2000	0	0	2000	3000	3000	0	3000	-1000	0	8000	0	4000	0	4000	0	10000	17000	0	0	0	0	0	0	325000	1000	123000	51000	75000	0	130000	93000	37000	0	0	0	0	1000	0	0	0	4000	0	0	0	-7000	0	0	0	2000	0	-1000
0	IBA	BE0003766806	IBAB	0	66	5.987994011021402	19223.015151515152	68.86363636363636	115564.83499999999	IBAB	58000	34000	23000	58000	0	0	58000	0	0	0	0	-1000	0	-3000	0	29000	0	82000	73000	5000	188000	36000	0	0	0	0	0	282000	31000	47000	161000	41000	0	215000	64000	3000	0	0	0	0	-3000	0	15000	-1000	16000	0	0	0	6000	0	0	0	-18000	-1000	4000
0	IMMO MOURY	BE0003893139	IMMOU	0	66	58.690966529058585	35.92424242424242	1.9545454545454546	2091.5845454545465	IMMOU	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1000	3000	0	0	0	0	0	25000	2000	1000	2000	0	0	2000	22000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	IMMOBEL	BE0003599108	IMMO	0	66	35.26913949285943	1737.3939393939395	23.348484848484848	61370.6203030303	IMMO	21000	14000	7000	17000	0	0	17000	3000	3000	0	3000	-3000	0	1000	0	31000	0	17000	465000	7000	520000	1000	0	0	0	0	0	527000	21000	301000	191000	151000	0	344000	60000	123000	0	0	0	0	-2000	0	-16000	2000	-16000	0	0	0	0	0	0	0	16000	0	-1000
0	JENSEN-GROUP	BE0003858751	JEN	0	66	10.244692219617496	2460.818181818182	17.818181818181817	25025.35318181818	JEN	49000	7000	42000	47000	0	0	47000	2000	2000	0	2000	-1000	0	1000	0	14000	0	65000	26000	2000	107000	0	0	0	0	0	0	137000	14000	11000	60000	3000	0	75000	37000	31000	0	0	0	2000	7000	0	1000	4000	10000	-2000	0	0	-2000	0	0	0	-3000	0	5000
0	KBC	BE0003565737	KBC	0	66	33.35896635828412	1044154.9545454546	6040.030303030303	34921312.26363637	KBC	1533000	0	1533000	1017000	0	0	1017000	516000	516000	0	0	0	0	276000	0	6509000	0	222000	0	4053000	35030000	60953000	0	0	0	0	0	250260000	148372000	43718000	166575000	32588000	0	235678000	6840000	0	0	0	0	68000	0	0	0	0	5391000	0	0	0	-352000	0	0	0	-1189000	28000	3878000
0	KBC ANCORA	BE0003867844	KBCA	0	66	17.288486465931683	95006.65151515152	402.8636363636364	1656037.9760606054	KBCA	26000	1000	25000	1000	0	0	1000	25000	25000	0	25000	-7000	0	18000	0	0	0	0	0	0	0	2442000	0	0	0	0	0	2442000	0	380000	17000	375000	0	392000	2022000	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	KEYWARE TECH.	BE0003880979	KEYW	0	66	0.7360154133557395	5784.484848484848	5.606060606060606	4265.587424242423	KEYW	2000	1000	1000	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	3000	1000	0	4000	0	0	0	0	0	0	24000	1000	4000	6000	2000	0	8000	13000	2000	0	0	0	0	0	0	0	-1000	-1000	0	0	0	0	0	0	0	1000	0	0
0	KINEPOLIS GROUP	BE0974274061	KIN	0	66	20.32388248091549	18009.772727272728	100.51515151515152	365995.8559090911	KIN	68000	43000	25000	52000	0	0	52000	17000	17000	0	17000	-1000	0	12000	0	19000	0	25000	3000	7000	55000	0	0	0	0	0	0	310000	47000	108000	89000	82000	0	206000	20000	92000	0	0	0	5000	-2000	0	0	0	22000	-3000	0	0	-3000	0	0	0	-18000	0	1000
0	4ENERGY INVEST	BE0974275076	ENINV	0	59	5.010196481609167	905.271186440678	5.203389830508475	4534.190169491525	ENINV	5000	3000	2000	4000	0	0	4000	0	0	0	0	-1000	0	-1000	0	1000	0	3000	1000	0	5000	0	0	0	0	0	0	16000	2000	65000	70000	0	0	70000	24000	-79000	0	0	0	0	1000	0	0	0	1000	0	0	0	0	0	0	0	-1000	0	0
0	AB INBEV	BE0003793107	ABI	0	66	71.75075810283569	1425413.606060606	10124.69696969697	102263393.3321212	ABI	11729000	4757000	6972000	7861000	0	0	7861000	3868000	3868000	0	3868000	-430000	0	2796000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ABLYNX	BE0003877942	ABLX	0	66	6.95877474149114	154716.9393939394	321.8484848484849	1148629.3483333334	ABLX	4000	10000	-7000	12000	0	0	12000	-9000	-9000	0	-9000	0	0	-8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	66	69.11591973504596	25026.409090909092	489.6212121212121	1749527.4753030308	ACKB	166000	56000	110000	126000	0	0	126000	40000	40000	0	40000	-19000	0	111000	0	767000	665000	2323000	137000	59000	3951000	1223000	0	0	0	0	0	10888000	1053000	2034000	5338000	1258000	1000	7610000	114000	0	0	0	0	3000	1000	0	2000	94000	139000	-11000	0	0	-190000	0	0	0	80000	0	253000
0	AEDIFICA	BE0003851681	AED	0	66	49.30303743451877	7197.863636363636	97.62121212121212	358955.55333333334	AED	10000	2000	8000	3000	0	0	3000	7000	7000	0	7000	-3000	0	6000	0	2000	0	4000	0	0	6000	1000	0	0	0	0	0	739000	8000	349000	57000	306000	0	362000	313000	19000	0	0	0	0	0	0	0	0	7000	0	0	0	-24000	0	0	0	17000	0	1000
0	AGEAS	BE0974264930	AGS	0	66	29.229950085500516	486786.8939393939	2715.2272727272725	14256512.35939394	AGS	3541000	2853000	688000	3327000	0	0	3327000	214000	214000	0	214000	-61000	0	88000	0	2174000	0	40000	0	4771000	7324000	63329000	0	0	0	0	0	95570000	5883000	4421000	12543000	3125000	0	85960000	4581000	513000	0	0	0	160000	0	0	0	-80000	163000	-28000	0	0	338000	0	0	0	-652000	4000	-148000
0	AGFA-GEVAERT	BE0003755692	AGFB	0	66	1.5598457913568542	340303.8787878788	176.8030303030303	543908.9209090909	AGFB	689000	497000	192000	672000	0	0	672000	17000	17000	0	17000	-4000	0	-6000	0	105000	0	845000	597000	5000	1552000	12000	0	0	0	0	0	2641000	230000	366000	846000	340000	0	2492000	397000	623000	0	0	0	20000	21000	0	43000	-13000	42000	-11000	0	0	-5000	0	0	0	-58000	0	-21000
0	ASCENCIO	BE0003856730	ASC	0	59	49.84442316680943	407.5593220338983	4.711864406779661	20253.58932203389	ASC	11000	5000	6000	6000	0	0	6000	5000	5000	0	5000	-2000	0	5000	0	2000	0	3000	0	0	5000	0	0	0	0	0	0	382000	2000	180000	48000	136000	0	186000	182000	16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ATENOR GROUP	BE0003837540	ATEB	0	65	31.729015940483126	1622.8615384615384	15.323076923076924	52101.791692307685	ATEB	16000	9000	8000	13000	0	0	13000	3000	3000	0	3000	-1000	0	1000	0	2000	37000	33000	261000	1000	334000	11000	0	0	0	0	0	377000	16000	214000	87000	164000	0	272000	45000	12000	0	0	0	0	-5000	0	-8000	-12000	-23000	0	0	0	-6000	0	0	0	28000	0	-2000
0	BANIMMO A	BE0003870871	BANI	0	66	9.001667494860271	2445.3636363636365	11.515151515151516	21539.647575757575	BANI	1000	3000	-2000	5000	0	0	5000	-4000	-4000	0	-4000	-2000	0	-6000	0	4000	0	13000	152000	0	169000	40000	0	0	0	0	0	357000	21000	208000	40000	193000	0	241000	132000	0	0	0	0	0	-1000	0	0	0	0	0	0	0	17000	0	0	0	-16000	0	1000
0	BARCO	BE0003790079	BAR	0	66	56.25742144312844	33449.954545454544	649.1969696969697	1884144.4918181817	BAR	280000	185000	95000	263000	0	0	263000	17000	17000	0	17000	-1000	0	14000	0	157000	0	221000	212000	1000	598000	12000	0	0	0	0	0	1048000	114000	71000	401000	56000	93000	468000	198000	467000	0	0	0	6000	5000	0	17000	12000	64000	0	0	0	-24000	0	0	0	3000	-2000	40000
0	BEFIMMO	BE0003678894	BEFB	0	66	50.76799815653156	18822.727272727272	340.5	957745.2871212123	BEFB	37000	6000	30000	10000	0	0	10000	27000	27000	0	27000	-7000	0	18000	0	2000	0	19000	0	6000	27000	15000	0	0	0	0	0	2249000	25000	994000	357000	724000	0	1084000	983000	144000	0	0	0	0	0	0	0	6000	29000	0	0	0	-14000	0	0	0	-15000	0	0
0	SIOEN	BE0003743573	SIOE	0	66	7.048021849071446	9672.333333333334	32.333333333333336	69113.22045454546	SIOE	81000	64000	17000	75000	0	0	75000	5000	5000	0	5000	-1000	0	5000	0	41000	37000	53000	85000	3000	219000	0	0	0	0	0	0	347000	29000	134000	75000	100000	0	195000	46000	114000	0	0	0	4000	4000	0	4000	0	14000	-1000	0	0	-11000	0	0	0	-3000	0	0
0	SIPEF	BE0003898187	SIP	0	66	52.09769371522705	3373.181818181818	68.83333333333333	175577.8625757576	SIP	70000	57000	13000	64000	0	0	64000	6000	6000	0	6000	0	0	19000	0	21000	0	46000	37000	8000	111000	15000	0	0	0	0	0	710000	15000	52000	93000	0	0	168000	67000	0	0	0	0	4000	0	0	0	1000	18000	-18000	0	0	-19000	0	0	0	-9000	0	-11000
0	SOFINA	BE0003717312	SOF	0	66	70.77019706844423	7744.378787878788	155.87878787878788	548220.4177272728	SOF	38000	5000	34000	5000	0	0	5000	33000	33000	0	33000	-1000	0	38000	0	336000	0	8000	0	0	580000	3671000	0	0	0	0	0	4304000	1000	177000	9000	177000	0	194000	84000	0	0	0	0	0	0	0	0	0	16000	0	0	0	-13000	0	0	0	-7000	0	-3000
0	TER BEKE	BE0003573814	TERB	0	66	53.23698683345808	329.4848484848485	5.893939393939394	17570.33681818182	TERB	102000	75000	27000	98000	0	0	98000	4000	4000	0	4000	0	0	2000	0	7000	0	65000	24000	0	96000	5000	0	0	0	0	0	241000	57000	58000	92000	39000	0	141000	53000	46000	0	0	0	4000	0	0	1000	0	8000	-3000	0	0	-2000	0	0	0	-6000	0	0
0	TESSENDERLO	BE0003555639	TESB	0	66	18.685876624681622	55946.242424242424	398.56060606060606	1016871.209848485	TESB	415000	335000	80000	407000	0	0	407000	8000	8000	0	8000	-3000	0	-12000	0	35000	0	190000	262000	15000	503000	29000	0	0	0	0	0	1093000	270000	268000	433000	167000	0	821000	261000	0	0	0	0	18000	7000	0	-8000	-2000	9000	-23000	0	0	33000	0	0	0	-47000	-1000	-5000
0	TEXAF	BE0974263924	TEXF	0	66	30.459590130832606	892.1515151515151	9.772727272727273	27164.59666666667	TEXF	5000	1000	4000	3000	0	0	3000	2000	2000	0	2000	0	0	2000	0	7000	0	3000	5000	0	15000	0	0	0	0	0	0	108000	2000	5000	10000	2000	0	41000	8000	0	0	0	0	1000	0	0	0	0	2000	-2000	0	0	-1000	0	0	0	0	0	1000
0	THROMBOGENICS	BE0003846632	THR	0	66	28.00789089967985	256663.07575757575	1828.621212121212	6681528.926212121	THR	5000	1000	4000	19000	0	0	19000	-14000	-14000	0	-14000	0	0	-14000	0	165000	8000	12000	6000	0	192000	0	0	0	0	0	0	271000	10000	0	12000	0	0	12000	310000	-37000	0	0	0	2000	1000	0	0	0	-10000	0	0	0	0	0	0	0	0	0	-11000
0	TUBIZE-FIN	BE0003823409	TUB	0	66	37.4559813551791	7087.272727272727	80.66666666666667	268062.1822727273	TUB	0	0	0	0	0	0	0	0	0	0	0	-2000	0	17000	0	0	0	0	0	0	1000	1804000	0	0	0	0	0	1805000	0	232000	58000	175000	0	253000	236000	1401000	0	0	0	0	0	0	0	-3000	-3000	0	0	0	0	0	0	0	-12000	0	-15000
0	UCB	BE0003739530	UCB	0	66	44.50665776085373	216799.34848484848	2111.560606060606	9696608.03621212	UCB	877000	296000	581000	754000	0	0	754000	124000	124000	0	124000	-30000	0	56000	0	740000	0	926000	627000	66000	2421000	79000	0	0	0	0	0	9907000	247000	2750000	2336000	2015000	0	5305000	2154000	2660000	0	0	0	59000	-41000	0	10000	-4000	133000	-60000	0	0	-62000	0	0	0	120000	-1000	190000
0	UMICORE	BE0003884047	UMI	0	66	34.74542104456651	455698.98484848486	3573.469696969697	15750632.47666667	UMI	2215000	2033000	182000	2138000	0	0	2138000	77000	77000	0	77000	0	0	46000	0	99000	0	719000	1106000	36000	1961000	223000	0	0	0	0	0	3512000	711000	314000	1350000	26000	54000	1789000	503000	1647000	0	0	0	31000	35000	0	64000	-64000	138000	-79000	0	0	-98000	0	0	0	-48000	5000	-3000
0	VAN DE VELDE	BE0003839561	VAN	0	66	35.14664189014658	4023.4848484848485	40.166666666666664	140640.4059090909	VAN	43000	10000	33000	35000	0	0	35000	7000	7000	0	7000	-1000	0	6000	0	39000	0	18000	36000	0	96000	14000	0	0	0	0	0	197000	5000	0	15000	0	0	20000	3000	181000	0	0	0	2000	0	0	0	0	8000	-1000	0	0	-1000	0	0	0	0	0	6000
0	VGP	BE0003878957	VGP	0	66	18.796199407489556	110.46969696969697	1.7575757575757576	2064.452121212121	VGP	4000	1000	4000	3000	0	0	3000	2000	2000	0	2000	-1000	0	8000	0	79000	0	10000	0	0	89000	1000	0	0	0	0	0	366000	6000	171000	28000	160000	0	200000	113000	104000	0	0	0	0	0	0	0	0	5000	0	0	0	-40000	0	0	0	70000	0	36000
0	WAREHOUSES-SICAFI	BE0003734481	WEB	0	57	50.60964231202342	671.5087719298245	4.684210526315789	34000.46192982455	WEB	5000	1000	4000	1000	0	0	1000	3000	3000	0	3000	0	0	5000	0	0	0	4000	0	0	5000	0	0	0	0	0	0	195000	1000	53000	59000	1000	0	60000	37000	29000	0	0	0	0	0	0	0	0	3000	0	0	0	-2000	0	0	0	-2000	0	0
0	WDP	BE0003763779	WDP	0	66	50.94776495522272	8662.89393939394	146.28787878787878	441351.9075757577	WDP	24000	1000	23000	2000	0	0	2000	22000	22000	0	22000	-6000	0	15000	0	0	0	15000	0	14000	29000	0	0	0	0	0	0	1270000	0	706000	207000	521000	0	781000	281000	63000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	66	84.39682185177205	1200.030303030303	41.92424242424242	100255.20969696969	WEHB	9000	0	8000	1000	0	0	1000	8000	8000	0	8000	0	0	8000	0	1000	0	4000	0	0	6000	17000	0	0	0	0	0	605000	5000	115000	10000	113000	0	125000	294000	185000	0	0	0	0	-2000	0	0	4000	9000	0	0	0	-8000	0	0	0	-5000	0	-4000
0	ZENITEL	BE0003806230	ZENT	0	57	0.6614110998974768	5281.6140350877195	3.526315789473684	3585.7296491228058	ZENT	17000	14000	3000	16000	0	0	16000	1000	1000	0	1000	0	0	0	0	4000	0	16000	7000	1000	27000	0	0	0	0	0	0	38000	8000	9000	27000	3000	2000	31000	12000	-5000	0	0	0	0	-1000	0	0	0	2000	0	0	0	-2000	0	0	0	0	1000	1000
0	ZETES INDUSTRIES	BE0003827442	ZTS	0	66	16.374186708846636	4017.5	27.87878787878788	67338.35606060605	ZTS	54000	31000	23000	52000	0	0	52000	2000	2000	0	2000	0	0	1000	0	11000	0	58000	14000	0	94000	3000	0	0	0	0	0	163000	29000	14000	80000	3000	0	86000	50000	3000	0	0	0	1000	0	0	0	-3000	0	-2000	0	0	-3000	0	0	0	3000	0	1000
